,resultrowid,toxpointsummaryrowid,testmaterial,program,programcode,parentprojectcode,parentproject,projectcode,project,protocol,sampleagency,stationname,stationcode,waterbodytype,latitude,longitude,datum,sampledate,sampleyear,collectiontime,locationcode,collectiondepth,unitcollectiondepth,sampletype,collectionreplicate,resultreplicate,batch,labsampleid,matrix,matrixcode,method,analytegroup,analytesubgroup,analyte,analytecode,fraction,fractioncode,unitname,result,mdl,rl,resultqualcode,qacode,qualcombo,batchverification,compliancecode,displaycode,displaycode_toxresult,collectionmethod,collectiondevice,positionwatercolumn,preppreservation,preppreservationdate,digestextractmethod,digestextractdate,analysisdate,dilution_df,expectedvalue,labagency,submittingagency,labsubmissioncode,batchcomments,toxresultqacode,toxtestdurcode,wqsource,timepoint,toxpointmethod,treatment,unittreatment,treatmentconcentration,toxbatchstartdate,reftoxbatch,organismageatteststart,repcount,mean,stddev,statmethod,alphalevel,evalthreshold,msd,sigeffectcode,bvalue,calcvaluetype,calculatedvalue,criticalvalue,percenteffect,compositeid,compositetype,commonname,species,numberfishpercomp,tissuename,tissuecode,weightavgg,tlminmm,tlmaxmm,tlavgmm,compositetissueprep,organismgroup,lifstage,sievesize,grabsize,unitgrabsize,sourcerdc,datausenotes,sm_geom,regional_board,countynum,county_name,huc8_name,huc10_name,huc12_name,baysegment_name
108989,ED615FE3-E64B-4775-BE3C-0F2638A37891,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,15RMP2ST,2015 RMP Status and Trends,RMP,AMS-CA,Suisun Bay (SU048W),SU048W,Bays and Harbors,38.10814102,-122.02201480000001,nad83,2015-09-01,2015,07:48:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,FieldMeasure,Conventional,,"Oxygen, Dissolved",38,Total,2,mg/l,7.59,,,=,NBC,None,NR,Com,20,,Field,SFEI YSI 556 water quality meter,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00DE09B39188E869C12A97ED7206875141,2.0,48.0,Solano,Suisun Bay,Suisun Bay,Suisun Bay,Suisun Bay
109189,EE0904E9-3FC7-47EA-AB23-CAF33BA7FC34,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,03RMP2ST,2003 RMP Status and Trends,RMP,AMS-CA,South Bay (SB016W),SB016W,Bays and Harbors,37.61,-122.21,nad83,2003-08-07,2003,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,9.09,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D0067FA085FC0F269C14EA7B75C6F425141,2.0,41.0,San Mateo,San Francisco Bay,San Francisco Bay,Oakland Inner Harbor-San Francisco Bay,South Bay
110818,F2E5D820-3C02-4ED6-A35C-D78FCB15BF36,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,17RMP2ST,2017 RMP Status and Trends,RMP,AMS-CA,San Pablo Bay (SPB042W),SPB042W,Bays and Harbors,38.03763743,-122.3642433,nad83,2017-09-06,2017,13:20:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,FieldMeasure,Conventional,,"Oxygen, Dissolved",38,Total,2,mg/l,7.14,,,=,NBC,None,NR,Com,20,,Field,SFEI YSI 556 water quality meter,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00F2BA2CA822FB69C1D3ED68054A7D5141,2.0,7.0,Contra Costa,San Pablo Bay,San Pablo Bay,San Pablo Bay,San Pablo Bay
111065,F39F753B-E476-4EAF-B099-01AACF4EBE80,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,17RMP2ST,2017 RMP Status and Trends,RMP,AMS-CA,San Pablo Bay (SPB043W),SPB043W,Bays and Harbors,38.06832963,-122.466697,nad83,2017-09-06,2017,11:56:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,FieldMeasure,Conventional,,"Oxygen, Dissolved",38,Total,2,mg/l,6.71,,,=,NBC,None,NR,Com,20,,Field,SFEI YSI 556 water quality meter,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00376F2C4BB4006AC1CD7AFCBF86815141,2.0,21.0,Marin,San Pablo Bay,San Pablo Bay,San Pablo Bay,San Pablo Bay
111307,F43B6134-282A-4CA2-99AB-0E875E0FD86F,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,13RMP2ST,2013 RMP Status and Trends,RMP,AMS-CA,Lower South Bay (LSB057W),LSB057W,Bays and Harbors,37.495815,-122.1042844,nad83,2013-07-31,2013,09:52:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,FieldMeasure,Conventional,,"Oxygen, Dissolved",38,Total,2,mg/l,7.37,,,=,"NBC,NRL",None,NR,Qual,30,,Field,SFEI YSI 556 water quality meter,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D005B316B5801ED69C1175A310CC7325141,2.0,1.0,Alameda,San Francisco Bay,San Francisco Bay,Oakland Inner Harbor-San Francisco Bay,Lower South Bay
113105,F990D3E2-BFEB-42EB-A30C-9CBAAAF4C048,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,02RMP2ST,2002 RMP Status and Trends,RMP,AMS-CA,Lower South Bay (LSB005W),LSB005W,Bays and Harbors,37.49,-122.1,nad83,2002-07-23,2002,15:40:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,6.94,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D003A6F6DBAC5EC69C1897D7715FB315141,2.0,41.0,San Mateo,San Francisco Bay,San Francisco Bay,Oakland Inner Harbor-San Francisco Bay,Lower South Bay
113493,FAB3437B-3FA7-421C-B2E1-10686FC36972,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,03RMP2ST,2003 RMP Status and Trends,RMP,AMS-CA,Suisun Bay (SU006W),SU006W,Bays and Harbors,38.06,-121.94,nad83,2003-08-14,2003,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,8.06,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D004176A25613E469C1ABE15B5160805141,2.0,48.0,Solano,Suisun Bay,Suisun Bay,Suisun Bay,Suisun Bay
114078,FC5FE03E-CEE4-4D04-96B3-1EBF03BBD820,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,04RMP2ST,2004 RMP Status and Trends,RMP,AMS-CA,San Pablo Bay (SPB010W),SPB010W,Bays and Harbors,38.03,-122.35,nad83,2004-07-21,2004,11:40:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,FieldMeasure,Conventional,,"Oxygen, Dissolved",38,Total,2,mg/l,7.01,,,=,None,None,NR,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D0041945A765CFA69C14874202B3C7C5141,2.0,7.0,Contra Costa,San Pablo Bay,San Pablo Bay,San Pablo Bay,San Pablo Bay
114154,FC952C88-506D-4679-A760-4483F97F3FD7,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,03RMP2ST,2003 RMP Status and Trends,RMP,AMS-CA,Lower South Bay (LSB008W),LSB008W,Bays and Harbors,37.49,-122.08,nad83,2003-08-05,2003,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,5.51,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D001B10F46DAFEB69C1897D7715FB315141,2.0,1.0,Alameda,San Francisco Bay,San Francisco Bay,Oakland Inner Harbor-San Francisco Bay,Lower South Bay
114252,FCD23AA4-198D-4E58-BC1C-5E1FBF1198AE,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,04RMP2ST,2004 RMP Status and Trends,RMP,AMS-CA,South Bay (SB025W),SB025W,Bays and Harbors,37.68,-122.21,nad83,2004-07-14,2004,13:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,FieldMeasure,Conventional,,"Oxygen, Dissolved",38,Total,2,mg/l,7.55,,,=,None,None,NR,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D0067FA085FC0F269C12592C1A90B4C5141,2.0,1.0,Alameda,San Francisco Bay,San Francisco Bay,Oakland Inner Harbor-San Francisco Bay,South Bay
114926,FEBEA687-8111-4076-BF5F-6D99CD54BAD1,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,03RMP2ST,2003 RMP Status and Trends,RMP,AMS-CA,South Bay (SB015W),SB015W,Bays and Harbors,37.63,-122.28,nad83,2003-08-07,2003,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,6.56,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D0054C7B16A8EF669C1E7069B112E455141,2.0,41.0,San Mateo,San Francisco Bay,San Francisco Bay,Oakland Inner Harbor-San Francisco Bay,South Bay
139052,2F462E74-73C9-4E46-BF1F-8B593F6D5815,,toxwater,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,07RMP2ST,2007 RMP Status and Trends,RMP,AMS-CA,Yerba Buena Island (BC10),BC10,Bays and Harbors,37.821999999999996,-122.35,wgs84,2007-08-13,2007,11:16:00,OpenWater1,1.0,m,Grab,1,0.0,PER12418-3_W_TOX,,samplewater,5,EPA 1007.0,Conventional,,"Oxygen, Dissolved",38,Total,2,mg/l,4.5,,,=,None,None,VAF,Com,20,20.0,Water_Grab,Peristaltic Pump,Subsurface,,,,,,100.0,,PER,PER,"A,MD",Some WQ deviances,None,7 days,overlyingwater,low,ToxWQMeasurement,None,None,0.0,2007-08-14,PER12419,7 days,,,,,,,,,,,,,,,,Mysid Shrimp,Americamysis bahia,,,,,,,,,,,,,,SFEI,,010100002031BF0D0041945A765CFA69C1505BD2B3915F5141,2.0,1.0,Alameda,San Pablo Bay,San Francisco Bay,Richardson Bay-San Francisco Bay,Central Bay
139053,6EFD6F92-3828-4EAE-9104-C47365B5F1AD,,toxwater,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,07RMP2ST,2007 RMP Status and Trends,RMP,AMS-CA,Dumbarton Bridge (BA30),BA30,Bays and Harbors,37.514,-122.135,wgs84,2007-08-16,2007,08:20:00,OpenWater1,1.0,m,Grab,1,0.0,PER12418-5_W_TOX,,samplewater,5,EPA 1007.0,Conventional,,"Oxygen, Dissolved",38,Total,2,mg/l,5.0,,,=,VTW,None,VAF,Qual,30,30.0,Water_Grab,Peristaltic Pump,Subsurface,,,,,,100.0,,PER,PER,"A,MD",Some WQ deviances,VTW,7 days,overlyingwater,low,ToxWQMeasurement,None,None,0.0,2007-08-17,PER12419,7 days,,,,,,,,,,,,,,,,Mysid Shrimp,Americamysis bahia,,,,,,,,,,,,,,SFEI,,010100002031BF0D00B2D541C0ACEE69C1C35151FF44355141,2.0,41.0,San Mateo,San Francisco Bay,San Francisco Bay,Oakland Inner Harbor-San Francisco Bay,South Bay
139054,3EA7E48C-EA6A-4E69-8088-ECDFFCF8918A,,toxwater,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,07RMP2ST,2007 RMP Status and Trends,RMP,AMS-CA,Sacramento River (BG20),BG20,Bays and Harbors,38.06,-121.81,wgs84,2007-08-07,2007,10:53:00,OpenWater1,1.0,m,Grab,1,0.0,PER12418-1_W_TOX,,samplewater,5,EPA 1007.0,Conventional,,"Oxygen, Dissolved",38,Total,2,mg/l,5.2,,,=,"H,VTW",None,VAF,Qual,30,30.0,Water_Grab,Peristaltic Pump,Subsurface,,,,,,100.0,,PER,PER,"A,MD","Due to failure by FedEx to deliver test organisms as scheduled, the tests for samples BG20 and BG30 were initiated ~47 hrs and ~43 hrs after sample collection, respectively.Some WQ deviances","VH,VTW",7 days,overlyingwater,low,ToxWQMeasurement,None,None,0.0,2007-08-09,PER12419,7 days,,,,,,,,,,,,,,,,Mysid Shrimp,Americamysis bahia,,,,,,,,,,,,,,SFEI,,010100002031BF0D00F78B8D6502DD69C1E2005E5160805141,5.0,34.0,Sacramento,Lower Sacramento,Sherman Lake-Sacramento River,Threemile Slough-Sacramento River,Rivers
139055,1C96C486-A1B5-4C83-9D69-13BBA9A4CBC5,,toxwater,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,07RMP2ST,2007 RMP Status and Trends,RMP,AMS-CA,San Joaquin River (BG30),BG30,Bays and Harbors,38.021,-121.805,wgs84,2007-08-07,2007,14:41:00,OpenWater1,1.0,m,Grab,1,0.0,PER12418-1_W_TOX,,samplewater,5,EPA 1007.0,Conventional,,"Oxygen, Dissolved",38,Total,2,mg/l,5.3,,,=,"H,VTW",None,VAF,Qual,30,30.0,Water_Grab,Peristaltic Pump,Subsurface,,,,,,100.0,,PER,PER,"A,MD","Due to failure by FedEx to deliver test organisms as scheduled, the tests for samples BG20 and BG30 were initiated ~47 hrs and ~43 hrs after sample collection, respectively.Some WQ deviances","VH,VTW",7 days,overlyingwater,low,ToxWQMeasurement,None,None,0.0,2007-08-09,PER12419,7 days,,,,,,,,,,,,,,,,Mysid Shrimp,Americamysis bahia,,,,,,,,,,,,,,SFEI,,010100002031BF0D002F346FD2BCDC69C1E86B5735FE7A5141,5.0,34.0,Sacramento,San Joaquin Delta,Middle River-San Joaquin River,Markley Canyon-San Joaquin River,Rivers
139056,930E6C13-DCD0-46AD-A612-63F836BDE7BC,,toxwater,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,07RMP2ST,2007 RMP Status and Trends,RMP,AMS-CA,Dumbarton Bridge (BA30),BA30,Bays and Harbors,37.514,-122.135,wgs84,2007-08-16,2007,08:20:00,OpenWater1,1.0,m,Grab,1,0.0,PER12418-5_W_TOX,,samplewater,5,EPA 1007.0,Conventional,,"Oxygen, Dissolved",38,Total,2,mg/l,8.8,,,=,VTW,None,VAF,Qual,30,30.0,Water_Grab,Peristaltic Pump,Subsurface,,,,,,100.0,,PER,PER,"A,MD",Some WQ deviances,VTW,7 days,overlyingwater,high,ToxWQMeasurement,None,None,0.0,2007-08-17,PER12419,7 days,,,,,,,,,,,,,,,,Mysid Shrimp,Americamysis bahia,,,,,,,,,,,,,,SFEI,,010100002031BF0D00B2D541C0ACEE69C1C35151FF44355141,2.0,41.0,San Mateo,San Francisco Bay,San Francisco Bay,Oakland Inner Harbor-San Francisco Bay,South Bay
139057,E07447C1-2DD3-4F17-8651-BD5ECE477E02,,toxwater,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,07RMP2ST,2007 RMP Status and Trends,RMP,AMS-CA,Yerba Buena Island (BC10),BC10,Bays and Harbors,37.821999999999996,-122.35,wgs84,2007-08-13,2007,11:16:00,OpenWater1,1.0,m,Grab,1,0.0,PER12418-3_W_TOX,,samplewater,5,EPA 1007.0,Conventional,,"Oxygen, Dissolved",38,Total,2,mg/l,9.0,,,=,None,None,VAF,Com,20,20.0,Water_Grab,Peristaltic Pump,Subsurface,,,,,,100.0,,PER,PER,"A,MD",Some WQ deviances,None,7 days,overlyingwater,high,ToxWQMeasurement,None,None,0.0,2007-08-14,PER12419,7 days,,,,,,,,,,,,,,,,Mysid Shrimp,Americamysis bahia,,,,,,,,,,,,,,SFEI,,010100002031BF0D0041945A765CFA69C1505BD2B3915F5141,2.0,1.0,Alameda,San Pablo Bay,San Francisco Bay,Richardson Bay-San Francisco Bay,Central Bay
139058,85D0D56D-3919-4AA1-8220-DC150A9C6932,,toxwater,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,07RMP2ST,2007 RMP Status and Trends,RMP,AMS-CA,Sacramento River (BG20),BG20,Bays and Harbors,38.06,-121.81,wgs84,2007-08-07,2007,10:53:00,OpenWater1,1.0,m,Grab,1,0.0,PER12418-1_W_TOX,,samplewater,5,EPA 1007.0,Conventional,,"Oxygen, Dissolved",38,Total,2,mg/l,9.9,,,=,"H,VTW",None,VAF,Qual,30,30.0,Water_Grab,Peristaltic Pump,Subsurface,,,,,,100.0,,PER,PER,"A,MD","Due to failure by FedEx to deliver test organisms as scheduled, the tests for samples BG20 and BG30 were initiated ~47 hrs and ~43 hrs after sample collection, respectively.Some WQ deviances","VH,VTW",7 days,overlyingwater,high,ToxWQMeasurement,None,None,0.0,2007-08-09,PER12419,7 days,,,,,,,,,,,,,,,,Mysid Shrimp,Americamysis bahia,,,,,,,,,,,,,,SFEI,,010100002031BF0D00F78B8D6502DD69C1E2005E5160805141,5.0,34.0,Sacramento,Lower Sacramento,Sherman Lake-Sacramento River,Threemile Slough-Sacramento River,Rivers
139059,7949CA78-DBD4-4C6D-A5BF-E53CED89B6F4,,toxwater,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,07RMP2ST,2007 RMP Status and Trends,RMP,AMS-CA,San Joaquin River (BG30),BG30,Bays and Harbors,38.021,-121.805,wgs84,2007-08-07,2007,14:41:00,OpenWater1,1.0,m,Grab,1,0.0,PER12418-1_W_TOX,,samplewater,5,EPA 1007.0,Conventional,,"Oxygen, Dissolved",38,Total,2,mg/l,10.2,,,=,"H,VTW",None,VAF,Qual,30,30.0,Water_Grab,Peristaltic Pump,Subsurface,,,,,,100.0,,PER,PER,"A,MD","Due to failure by FedEx to deliver test organisms as scheduled, the tests for samples BG20 and BG30 were initiated ~47 hrs and ~43 hrs after sample collection, respectively.Some WQ deviances","VH,VTW",7 days,overlyingwater,high,ToxWQMeasurement,None,None,0.0,2007-08-09,PER12419,7 days,,,,,,,,,,,,,,,,Mysid Shrimp,Americamysis bahia,,,,,,,,,,,,,,SFEI,,010100002031BF0D002F346FD2BCDC69C1E86B5735FE7A5141,5.0,34.0,Sacramento,San Joaquin Delta,Middle River-San Joaquin River,Markley Canyon-San Joaquin River,Rivers
139266,C077C4F4-3C54-47E2-8CAC-B95C4B08DFAF,,toxwater,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,11RMP2ST,2011 RMP Status and Trends,RMP,AMS-CA,Yerba Buena Island (BC10),BC10,Bays and Harbors,37.821999999999996,-122.35,wgs84,2011-09-16,2011,10:40:00,OpenWater1,1.0,m,Grab,1,0.0,PER_70MYSI_C2_W_Tox,,samplewater,5,EPA 1007.0,Conventional,,"Oxygen, Dissolved",38,Total,2,mg/l,4.5,,,=,None,None,VLC,Com,20,20.0,Water_Grab,Peristaltic Pump,Subsurface,,,,,,100.0,,PER,PER,"A,MD",pH drift outside of EPA Method specifications,None,7 days,overlyingwater,low,ToxWQMeasurement,None,None,0.0,2011-09-16,40MYSIRTPER,7 days,,,,,,,,,,,,,,,,Mysid Shrimp,Americamysis bahia,,,,,,,,,,,,,,SFEI,,010100002031BF0D0041945A765CFA69C1505BD2B3915F5141,2.0,1.0,Alameda,San Pablo Bay,San Francisco Bay,Richardson Bay-San Francisco Bay,Central Bay
139267,0674AD70-2822-4E08-9D93-6C75B605F2B2,,toxwater,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,11RMP2ST,2011 RMP Status and Trends,RMP,AMS-CA,Central Bay (CB033W),CB033W,Bays and Harbors,37.87172,-122.36898000000001,wgs84,2011-09-16,2011,13:05:00,OpenWater1,1.0,m,Grab,1,0.0,PER_70MYSI_C2_W_Tox,,samplewater,5,EPA 1007.0,Conventional,,"Oxygen, Dissolved",38,Total,2,mg/l,4.7,,,=,None,None,VLC,Com,20,20.0,Water_Grab,Peristaltic Pump,Subsurface,,,,,,100.0,,PER,PER,"A,MD",pH drift outside of EPA Method specifications,None,7 days,overlyingwater,low,ToxWQMeasurement,None,None,0.0,2011-09-16,40MYSIRTPER,7 days,,,,,,,,,,,,,,,,Mysid Shrimp,Americamysis bahia,,,,,,,,,,,,,,SFEI,,010100002031BF0D00C3185C9164FB69C11B80E4FD69665141,2.0,1.0,Alameda,San Pablo Bay,San Francisco Bay,Richardson Bay-San Francisco Bay,Central Bay
139268,F74A2171-9B5E-459E-8D40-8AC7C7CFF01D,,toxwater,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,11RMP2ST,2011 RMP Status and Trends,RMP,AMS-CA,South Bay (SB061W),SB061W,Bays and Harbors,37.61758,-122.25923,wgs84,2011-09-15,2011,10:20:00,OpenWater1,1.0,m,Grab,1,0.0,PER_70MYSI_C2_W_Tox,,samplewater,5,EPA 1007.0,Conventional,,"Oxygen, Dissolved",38,Total,2,mg/l,4.8,,,=,None,None,VLC,Com,20,20.0,Water_Grab,Peristaltic Pump,Subsurface,,,,,,100.0,,PER,PER,"A,MD",pH drift outside of EPA Method specifications,None,7 days,overlyingwater,low,ToxWQMeasurement,None,None,0.0,2011-09-16,40MYSIRTPER,7 days,,,,,,,,,,,,,,,,Mysid Shrimp,Americamysis bahia,,,,,,,,,,,,,,SFEI,,010100002031BF0D00C9DE4E676DF569C13C816FAA79435141,2.0,41.0,San Mateo,San Francisco Bay,San Francisco Bay,Oakland Inner Harbor-San Francisco Bay,South Bay
139269,19C6BAE6-C8C5-477C-B8F9-DF6D577FF212,,toxwater,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,11RMP2ST,2011 RMP Status and Trends,RMP,AMS-CA,San Joaquin River (BG30),BG30,Bays and Harbors,38.021,-121.805,wgs84,2011-09-22,2011,10:30:00,Openwater1,1.0,m,Grab,1,0.0,PER_70MYSI_C5_W_Tox,,samplewater,5,EPA 1007.0,Conventional,,"Oxygen, Dissolved",38,Total,2,mg/l,5.2,,,=,VTW,None,VLC,Com,30,20.0,Water_Grab,Peristaltic Pump,Subsurface,,,,,,100.0,,PER,PER,"A,MD",pH drift outside of EPA Method specifications,None,7 days,overlyingwater,low,ToxWQMeasurement,None,None,0.0,2011-09-22,40MYSIRTPER,7 days,,,,,,,,,,,,,,,,Mysid Shrimp,Americamysis bahia,,,,,,,,,,,,,,SFEI,,010100002031BF0D002F346FD2BCDC69C1E86B5735FE7A5141,5.0,34.0,Sacramento,San Joaquin Delta,Middle River-San Joaquin River,Markley Canyon-San Joaquin River,Rivers
139270,83B9C384-E18F-414A-B042-C0FED274EE46,,toxwater,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,11RMP2ST,2011 RMP Status and Trends,RMP,AMS-CA,Lower South Bay (LSB050W),LSB050W,Bays and Harbors,37.4802,-122.07758000000001,wgs84,2011-09-13,2011,07:43:00,OpenWater1,1.0,m,Grab,1,0.0,PER_70MYSI_C1_W_Tox,,samplewater,5,EPA 1007.0,Conventional,,"Oxygen, Dissolved",38,Total,2,mg/l,5.6,,,=,None,None,VLC,Com,20,20.0,Water_Grab,Peristaltic Pump,Subsurface,,,,,,100.0,,PER,PER,"A,MD",pH drift outside of EPA Method specifications,None,7 days,overlyingwater,low,ToxWQMeasurement,None,None,0.0,2011-09-13,40MYSIRTPER,7 days,,,,,,,,,,,,,,,,Mysid Shrimp,Americamysis bahia,,,,,,,,,,,,,,SFEI,,010100002031BF0D00A33B5FC18DEB69C1A67B5E61A3305141,2.0,1.0,Alameda,San Francisco Bay,San Francisco Bay,Oakland Inner Harbor-San Francisco Bay,Lower South Bay
139271,2A03DB18-4E5B-4F43-AE50-64CBE7994B86,,toxwater,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,11RMP2ST,2011 RMP Status and Trends,RMP,AMS-CA,Sacramento River (BG20),BG20,Bays and Harbors,38.06,-121.81,wgs84,2011-09-22,2011,08:19:00,Openwater1,1.0,m,Grab,1,0.0,PER_70MYSI_C5_W_Tox,,samplewater,5,EPA 1007.0,Conventional,,"Oxygen, Dissolved",38,Total,2,mg/l,5.7,,,=,VTW,None,VLC,Com,30,20.0,Water_Grab,Peristaltic Pump,Subsurface,,,,,,100.0,,PER,PER,"A,MD",pH drift outside of EPA Method specifications,None,7 days,overlyingwater,low,ToxWQMeasurement,None,None,0.0,2011-09-22,40MYSIRTPER,7 days,,,,,,,,,,,,,,,,Mysid Shrimp,Americamysis bahia,,,,,,,,,,,,,,SFEI,,010100002031BF0D00F78B8D6502DD69C1E2005E5160805141,5.0,34.0,Sacramento,Lower Sacramento,Sherman Lake-Sacramento River,Threemile Slough-Sacramento River,Rivers
139272,4209BD62-9EA1-4DAF-AE52-F2EF0AF90B16,,toxwater,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,11RMP2ST,2011 RMP Status and Trends,RMP,AMS-CA,Suisun Bay (SU041W),SU041W,Bays and Harbors,38.09582,-122.06299999999999,wgs84,2011-09-21,2011,07:08:00,OpenWater1,1.0,m,Grab,1,0.0,PER_70MYSI_C4_W_Tox,,samplewater,5,EPA 1007.0,Conventional,,"Oxygen, Dissolved",38,Total,2,mg/l,5.8,,,=,VTW,None,VLC,Com,30,20.0,Water_Grab,Peristaltic Pump,Subsurface,,,,,,100.0,,PER,PER,"A,MD",pH drift outside of EPA Method specifications,None,7 days,overlyingwater,low,ToxWQMeasurement,None,None,0.0,2011-09-21,40MYSIRTPER,7 days,,,,,,,,,,,,,,,,Mysid Shrimp,Americamysis bahia,,,,,,,,,,,,,,SFEI,,010100002031BF0D00417F26E0C2EA69C1429EA2B452855141,2.0,48.0,Solano,Suisun Bay,Suisun Bay,Suisun Bay,Suisun Bay
