,resultrowid,toxpointsummaryrowid,testmaterial,program,programcode,parentprojectcode,parentproject,projectcode,project,protocol,sampleagency,stationname,stationcode,waterbodytype,latitude,longitude,datum,sampledate,sampleyear,collectiontime,locationcode,collectiondepth,unitcollectiondepth,sampletype,collectionreplicate,resultreplicate,batch,labsampleid,matrix,matrixcode,method,analytegroup,analytesubgroup,analyte,analytecode,fraction,fractioncode,unitname,result,mdl,rl,resultqualcode,qacode,qualcombo,batchverification,compliancecode,displaycode,displaycode_toxresult,collectionmethod,collectiondevice,positionwatercolumn,preppreservation,preppreservationdate,digestextractmethod,digestextractdate,analysisdate,dilution_df,expectedvalue,labagency,submittingagency,labsubmissioncode,batchcomments,toxresultqacode,toxtestdurcode,wqsource,timepoint,toxpointmethod,treatment,unittreatment,treatmentconcentration,toxbatchstartdate,reftoxbatch,organismageatteststart,repcount,mean,stddev,statmethod,alphalevel,evalthreshold,msd,sigeffectcode,bvalue,calcvaluetype,calculatedvalue,criticalvalue,percenteffect,compositeid,compositetype,commonname,species,numberfishpercomp,tissuename,tissuecode,weightavgg,tlminmm,tlmaxmm,tlavgmm,compositetissueprep,organismgroup,lifstage,sievesize,grabsize,unitgrabsize,sourcerdc,datausenotes,sm_geom,regional_board,countynum,county_name,huc8_name,huc10_name,huc12_name,baysegment_name
22388,C2EB4BCC-3B51-415B-AED8-C00C33FAB7B0,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,99RMP2ST,1999 RMP Status and Trends,RMP,AMS-CA,Petaluma River (BD15),BD15,Riv/Str_Unknown,38.111,-122.48700000000001,wgs84,1999-02-08,1999,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,2.71375,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00D75F00CFCE016AC1304ADA916B875141,2.0,49.0,Sonoma,San Pablo Bay,San Pablo Bay,San Pablo Bay,San Pablo Bay
22447,C36016AB-188F-4F09-AE34-4FCE7BC5D610,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,93RMP2ST,1993 RMP Status and Trends,RMP,AMS-CA,Golden Gate (BC20),BC20,Bays and Harbors,37.864000000000004,-122.67333,wgs84,1993-05-25,1993,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,1.27,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D0016FD2494EF0B6AC1ACF44FD659655141,,,,Tomales-Drake Bays,Drakes Bay-Frontal Pacific Ocean,Bolinas Bay,
22468,C38BE512-5CC4-45AA-9655-3073C85DDFDE,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,98RMP2ST,1998 RMP Status and Trends,RMP,AMS-CA,Richardson Bay (BC30),BC30,Bays and Harbors,37.861999999999995,-122.479,wgs84,1998-01-29,1998,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,0.86,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00CB39367D5F016AC1F2D9DE5513655141,2.0,21.0,Marin,San Pablo Bay,San Francisco Bay,Richardson Bay-San Francisco Bay,Central Bay
22543,C4196934-4FBD-4B64-A6D0-D30B1F3A8E8D,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,01RMP2ST,2001 RMP Status and Trends,RMP,AMS-CA,Pacheco River (BF10),BF10,Bays and Harbors,38.051,-122.09899999999999,wgs84,2001-02-13,2001,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,1.14954,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D007A2A34D0B7EC69C11254383A227F5141,2.0,48.0,Solano,Suisun Bay,Suisun Bay,Suisun Bay,Suisun Bay
22630,C4E1585E-3004-4137-B894-6181E3F1D9BA,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,99RMP2ST,1999 RMP Status and Trends,RMP,AMS-CA,Pinole Point (BD30),BD30,Bays and Harbors,38.024,-122.363,wgs84,1999-04-19,1999,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,8.59716,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D001512435B11FB69C1F512D430687B5141,2.0,7.0,Contra Costa,San Pablo Bay,San Pablo Bay,San Pablo Bay,San Pablo Bay
22636,C4EA75FA-3B4D-42C8-9FCF-19748DF89C01,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,01RMP2ST,2001 RMP Status and Trends,RMP,AMS-CA,Red Rock (BC60),BC60,Bays and Harbors,37.918,-122.436,wgs84,2001-02-08,2001,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,2.52448,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D0047AD972509FF69C150778D1BCA6C5141,2.0,21.0,Marin,San Pablo Bay,San Francisco Bay,Richardson Bay-San Francisco Bay,Central Bay
22710,C59F3980-1CDB-4D56-95EA-412F99732F53,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,99RMP2ST,1999 RMP Status and Trends,RMP,AMS-CA,Standish Dam (BW10),BW10,Bays and Harbors,37.45167,-121.9215,wgs84,1999-07-22,1999,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,562.6,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D0044FE7EE911E369C17313EA09BB2C5141,2.0,43.0,Santa Clara,San Francisco Bay,San Francisco Bay,San Francisco Bay Estuaries,
22786,C644A576-73C7-495B-93E5-B3D4821E38F2,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,99RMP2ST,1999 RMP Status and Trends,RMP,AMS-CA,Yerba Buena Island (BC10),BC10,Bays and Harbors,37.821999999999996,-122.35,wgs84,1999-07-16,1999,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,1.8,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D0041945A765CFA69C1505BD2B3915F5141,2.0,1.0,Alameda,San Pablo Bay,San Francisco Bay,Richardson Bay-San Francisco Bay,Central Bay
23021,C84E17D9-B3B7-4503-B1E5-82052F67B791,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,98RMP2ST,1998 RMP Status and Trends,RMP,AMS-CA,Oyster Point (BB30),BB30,Bays and Harbors,37.669000000000004,-122.329,wgs84,1998-01-27,1998,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,3.16,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D0060F0A73F38F969C1BEA00CE4884A5141,2.0,41.0,San Mateo,San Francisco Bay,San Francisco Bay,Oakland Inner Harbor-San Francisco Bay,Central Bay
23113,C9201CAE-A57D-4961-B84C-49D6A7BADFD4,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,00RMP2ST,2000 RMP Status and Trends,RMP,AMS-CA,San Joaquin River (BG30),BG30,Bays and Harbors,38.021,-121.805,wgs84,2000-02-09,2000,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,1.1726,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D002F346FD2BCDC69C1E86B5735FE7A5141,5.0,34.0,Sacramento,San Joaquin Delta,Middle River-San Joaquin River,Markley Canyon-San Joaquin River,Rivers
23146,C97974B4-454B-420A-955E-F9FC82E60011,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,98RMP2ST,1998 RMP Status and Trends,RMP,AMS-CA,Yerba Buena Island (BC10),BC10,Bays and Harbors,37.821999999999996,-122.35,wgs84,1998-01-29,1998,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,1.94,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D0041945A765CFA69C1505BD2B3915F5141,2.0,1.0,Alameda,San Pablo Bay,San Francisco Bay,Richardson Bay-San Francisco Bay,Central Bay
23300,CACE7650-E41F-4DAF-B11C-89D64646CF36,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,00RMP2ST,2000 RMP Status and Trends,RMP,AMS-CA,Grizzly Bay (BF20),BF20,Bays and Harbors,38.116,-122.04,wgs84,2000-02-08,2000,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,2.5256,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00DE5101D582E969C16D08486D1C885141,2.0,48.0,Solano,Suisun Bay,Suisun Bay,Suisun Bay,Suisun Bay
23414,CBBD4B9A-92F4-4641-A1C8-6E778335124D,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,94RMP2ST,1994 RMP Status and Trends,RMP,AMS-CA,Sacramento River (BG20),BG20,Bays and Harbors,38.06,-121.81,wgs84,1994-04-13,1994,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,1.7,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00F78B8D6502DD69C1E2005E5160805141,5.0,34.0,Sacramento,Lower Sacramento,Sherman Lake-Sacramento River,Threemile Slough-Sacramento River,Rivers
23420,CBCB936C-0822-442C-986C-029D3F7307B2,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,99RMP2ST,1999 RMP Status and Trends,RMP,AMS-CA,Sacramento River (BG20),BG20,Bays and Harbors,38.06,-121.81,wgs84,1999-04-21,1999,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,3.36505,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00F78B8D6502DD69C1E2005E5160805141,5.0,34.0,Sacramento,Lower Sacramento,Sherman Lake-Sacramento River,Threemile Slough-Sacramento River,Rivers
23479,CC4BF99D-576D-4884-B0E1-61C77F656595,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,98RMP2ST,1998 RMP Status and Trends,RMP,AMS-CA,Petaluma River (BD15),BD15,Riv/Str_Unknown,38.111,-122.48700000000001,wgs84,1998-02-02,1998,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,2.61,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00D75F00CFCE016AC1304ADA916B875141,2.0,49.0,Sonoma,San Pablo Bay,San Pablo Bay,San Pablo Bay,San Pablo Bay
23519,CCA2B27E-7496-4AFF-9B75-F9761408BE88,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,98RMP2ST,1998 RMP Status and Trends,RMP,AMS-CA,Oyster Point (BB30),BB30,Bays and Harbors,37.669000000000004,-122.329,wgs84,1998-07-20,1998,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,1.236876,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D0060F0A73F38F969C1BEA00CE4884A5141,2.0,41.0,San Mateo,San Francisco Bay,San Francisco Bay,Oakland Inner Harbor-San Francisco Bay,Central Bay
23575,CD307CC8-A85F-4333-8B62-D05D915C5D25,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,93RMP2ST,1993 RMP Status and Trends,RMP,AMS-CA,Sacramento River (BG20),BG20,Bays and Harbors,38.06,-121.81,wgs84,1993-09-16,1993,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,2.82,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00F78B8D6502DD69C1E2005E5160805141,5.0,34.0,Sacramento,Lower Sacramento,Sherman Lake-Sacramento River,Threemile Slough-Sacramento River,Rivers
23711,CE751D1A-75A9-4960-9EC6-E05985193748,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,94RMP2ST,1994 RMP Status and Trends,RMP,AMS-CA,San Joaquin River (BG30),BG30,Bays and Harbors,38.021,-121.805,wgs84,1994-05-06,1994,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,9.0,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D002F346FD2BCDC69C1E86B5735FE7A5141,5.0,34.0,Sacramento,San Joaquin Delta,Middle River-San Joaquin River,Markley Canyon-San Joaquin River,Rivers
23790,CF358F4D-8748-4091-A5BA-70A5CCEF8EC2,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,93RMP2ST,1993 RMP Status and Trends,RMP,AMS-CA,Pacheco River (BF10),BF10,Bays and Harbors,38.051,-122.09899999999999,wgs84,1993-03-04,1993,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,0.76,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D007A2A34D0B7EC69C11254383A227F5141,2.0,48.0,Solano,Suisun Bay,Suisun Bay,Suisun Bay,Suisun Bay
23800,CF4E2C13-8514-4FE8-81FA-D52E44F814F8,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,98RMP2ST,1998 RMP Status and Trends,RMP,AMS-CA,Guadalupe River (BW15),BW15,Bays and Harbors,37.426,-121.98,wgs84,1998-02-05,1998,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,1.61,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D007F3495EF3FE669C10D60814D37295141,2.0,43.0,Santa Clara,San Francisco Bay,San Francisco Bay,San Francisco Bay Estuaries,
23890,D0165624-5603-4A30-ABFF-966B989B8F4C,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,99RMP2ST,1999 RMP Status and Trends,RMP,AMS-CA,Richardson Bay (BC30),BC30,Bays and Harbors,37.861999999999995,-122.479,wgs84,1999-04-15,1999,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,3.12624,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00CB39367D5F016AC1F2D9DE5513655141,2.0,21.0,Marin,San Pablo Bay,San Francisco Bay,Richardson Bay-San Francisco Bay,Central Bay
24089,D2218958-6F7F-4A56-AA39-50D34D8E7A0B,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,98RMP2ST,1998 RMP Status and Trends,RMP,AMS-CA,Sacramento River (BG20),BG20,Bays and Harbors,38.06,-121.81,wgs84,1998-07-29,1998,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,2.704356,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00F78B8D6502DD69C1E2005E5160805141,5.0,34.0,Sacramento,Lower Sacramento,Sherman Lake-Sacramento River,Threemile Slough-Sacramento River,Rivers
24232,D325DD3D-B14E-465D-807A-F5A0D00F7AA2,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,99RMP2ST,1999 RMP Status and Trends,RMP,AMS-CA,Redwood Creek (BA40),BA40,Bays and Harbors,37.559,-122.209,wgs84,1999-07-13,1999,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,2.1,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00A5B5CF74B2F269C1D20AAE50703B5141,2.0,41.0,San Mateo,San Francisco Bay,San Francisco Bay,Oakland Inner Harbor-San Francisco Bay,South Bay
24483,D545BE95-B337-4D3F-8A16-FCEAE73EC734,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,99RMP2ST,1999 RMP Status and Trends,RMP,AMS-CA,Pacheco River (BF10),BF10,Bays and Harbors,38.051,-122.09899999999999,wgs84,1999-04-20,1999,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,5.1235599999999994,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D007A2A34D0B7EC69C11254383A227F5141,2.0,48.0,Solano,Suisun Bay,Suisun Bay,Suisun Bay,Suisun Bay
24706,D74CA00E-1F6F-478E-B27D-E0BE3EA2B391,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,98RMP2ST,1998 RMP Status and Trends,RMP,AMS-CA,Golden Gate (BC20),BC20,Bays and Harbors,37.864000000000004,-122.67333,wgs84,1998-04-21,1998,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,2.85,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D0016FD2494EF0B6AC1ACF44FD659655141,,,,Tomales-Drake Bays,Drakes Bay-Frontal Pacific Ocean,Bolinas Bay,
24783,D7D56020-CA97-4429-AB57-5D87BB37FDC2,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,93RMP2ST,1993 RMP Status and Trends,RMP,AMS-CA,Point Isabel (BC41),BC41,Bays and Harbors,37.887,-122.34299999999999,wgs84,1993-09-14,1993,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,3.89,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00F6B2C90EFBF969C1477A9CBE84685141,2.0,1.0,Alameda,San Pablo Bay,San Francisco Bay,Richardson Bay-San Francisco Bay,Central Bay
24929,D92758D1-CA27-4AA4-A8F7-B1BF317C25C8,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,93RMP2ST,1993 RMP Status and Trends,RMP,AMS-CA,Yerba Buena Island (BC10),BC10,Bays and Harbors,37.821999999999996,-122.35,wgs84,1993-03-03,1993,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,2.97,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D0041945A765CFA69C1505BD2B3915F5141,2.0,1.0,Alameda,San Pablo Bay,San Francisco Bay,Richardson Bay-San Francisco Bay,Central Bay
25071,DA46DBCD-0FAD-4DC9-9E0D-B97EFB2C18B8,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,01RMP2ST,2001 RMP Status and Trends,RMP,AMS-CA,Oyster Point (BB30),BB30,Bays and Harbors,37.669000000000004,-122.329,wgs84,2001-02-06,2001,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,5.2518199999999995,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D0060F0A73F38F969C1BEA00CE4884A5141,2.0,41.0,San Mateo,San Francisco Bay,San Francisco Bay,Oakland Inner Harbor-San Francisco Bay,Central Bay
25127,DACF2B79-3C75-4089-BCA3-6E204B16BFF2,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,93RMP2ST,1993 RMP Status and Trends,RMP,AMS-CA,South Bay (BA20),BA20,Bays and Harbors,37.493,-122.088,wgs84,1993-05-24,1993,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,2.7,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D002836BEBF1EEC69C1B6C6EA4E64325141,2.0,1.0,Alameda,San Francisco Bay,San Francisco Bay,Oakland Inner Harbor-San Francisco Bay,Lower South Bay
25134,DAE02B9B-1D4B-4B5F-989D-03134599D48A,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,01RMP2ST,2001 RMP Status and Trends,RMP,AMS-CA,Sunnyvale (C-1-3),C-1-3,Bays and Harbors,37.43425,-122.0101,wgs84,2001-08-01,2001,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,18.2574,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00753084C6E2E769C1468FB16E582A5141,2.0,43.0,Santa Clara,San Francisco Bay,San Francisco Bay,San Francisco Bay Estuaries,
25280,DC279EA7-6D61-423C-95FE-25452DF0EDDC,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,00RMP2ST,2000 RMP Status and Trends,RMP,AMS-CA,Sacramento River (BG20),BG20,Bays and Harbors,38.06,-121.81,wgs84,2000-07-19,2000,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,Chlorophyll a,409,Total,2,mg/m3,2.7962,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00F78B8D6502DD69C1E2005E5160805141,5.0,34.0,Sacramento,Lower Sacramento,Sherman Lake-Sacramento River,Threemile Slough-Sacramento River,Rivers
